sample	sample_id	unit	platform	library	flowcell	lane	fq1	fq2	kb1	kb2
s208	T200174	1	ILLUMINA	Lib-3	HY75HDSX2	3	/home/eanderson/Documents/projects/yukon-chinookomes/resources/fastq/NVS127B_Columbus_T2089_R1/T200174_T2089_2H_S16_L003_R1_001.fastq.gz	/home/eanderson/Documents/projects/yukon-chinookomes/resources/fastq/NVS127B_Columbus_T2089_R2/T200174_T2089_2H_S16_L003_R2_001.fastq.gz	1760404	1832248
s209	T200175	1	ILLUMINA	Lib-3	HY75HDSX2	3	/home/eanderson/Documents/projects/yukon-chinookomes/resources/fastq/NVS127B_Columbus_T2089_R1/T200175_T2089_3A_S17_L003_R1_001.fastq.gz	/home/eanderson/Documents/projects/yukon-chinookomes/resources/fastq/NVS127B_Columbus_T2089_R2/T200175_T2089_3A_S17_L003_R2_001.fastq.gz	2481016	2550660
s210	T200176	1	ILLUMINA	Lib-3	HY75HDSX2	3	/home/eanderson/Documents/projects/yukon-chinookomes/resources/fastq/NVS127B_Columbus_T2089_R1/T200176_T2089_3B_S18_L003_R1_001.fastq.gz	/home/eanderson/Documents/projects/yukon-chinookomes/resources/fastq/NVS127B_Columbus_T2089_R2/T200176_T2089_3B_S18_L003_R2_001.fastq.gz	1361512	1425080
s211	T200177	1	ILLUMINA	Lib-3	HY75HDSX2	3	/home/eanderson/Documents/projects/yukon-chinookomes/resources/fastq/NVS127B_Columbus_T2089_R1/T200177_T2089_3C_S19_L003_R1_001.fastq.gz	/home/eanderson/Documents/projects/yukon-chinookomes/resources/fastq/NVS127B_Columbus_T2089_R2/T200177_T2089_3C_S19_L003_R2_001.fastq.gz	1767556	1802924
s212	T200178	1	ILLUMINA	Lib-3	HY75HDSX2	3	/home/eanderson/Documents/projects/yukon-chinookomes/resources/fastq/NVS127B_Columbus_T2089_R1/T200178_T2089_3D_S20_L003_R1_001.fastq.gz	/home/eanderson/Documents/projects/yukon-chinookomes/resources/fastq/NVS127B_Columbus_T2089_R2/T200178_T2089_3D_S20_L003_R2_001.fastq.gz	1916940	1968336
s213	T200179	1	ILLUMINA	Lib-3	HY75HDSX2	3	/home/eanderson/Documents/projects/yukon-chinookomes/resources/fastq/NVS127B_Columbus_T2089_R1/T200179_T2089_3E_S21_L003_R1_001.fastq.gz	/home/eanderson/Documents/projects/yukon-chinookomes/resources/fastq/NVS127B_Columbus_T2089_R2/T200179_T2089_3E_S21_L003_R2_001.fastq.gz	1215664	1252300
s214	T200180	1	ILLUMINA	Lib-3	HY75HDSX2	3	/home/eanderson/Documents/projects/yukon-chinookomes/resources/fastq/NVS127B_Columbus_T2089_R1/T200180_T2089_3F_S22_L003_R1_001.fastq.gz	/home/eanderson/Documents/projects/yukon-chinookomes/resources/fastq/NVS127B_Columbus_T2089_R2/T200180_T2089_3F_S22_L003_R2_001.fastq.gz	1374372	1428008
s215	T200181	1	ILLUMINA	Lib-3	HY75HDSX2	3	/home/eanderson/Documents/projects/yukon-chinookomes/resources/fastq/NVS127B_Columbus_T2089_R1/T200181_T2089_3G_S23_L003_R1_001.fastq.gz	/home/eanderson/Documents/projects/yukon-chinookomes/resources/fastq/NVS127B_Columbus_T2089_R2/T200181_T2089_3G_S23_L003_R2_001.fastq.gz	1761252	1838496
s216	T200182	1	ILLUMINA	Lib-3	HY75HDSX2	3	/home/eanderson/Documents/projects/yukon-chinookomes/resources/fastq/NVS127B_Columbus_T2089_R1/T200182_T2089_3H_S24_L003_R1_001.fastq.gz	/home/eanderson/Documents/projects/yukon-chinookomes/resources/fastq/NVS127B_Columbus_T2089_R2/T200182_T2089_3H_S24_L003_R2_001.fastq.gz	1575864	1640752
s217	T200183	1	ILLUMINA	Lib-3	HY75HDSX2	3	/home/eanderson/Documents/projects/yukon-chinookomes/resources/fastq/NVS127B_Columbus_T2089_R1/T200183_T2089_4A_S25_L003_R1_001.fastq.gz	/home/eanderson/Documents/projects/yukon-chinookomes/resources/fastq/NVS127B_Columbus_T2089_R2/T200183_T2089_4A_S25_L003_R2_001.fastq.gz	2709848	2765956
s218	T200184	1	ILLUMINA	Lib-3	HY75HDSX2	3	/home/eanderson/Documents/projects/yukon-chinookomes/resources/fastq/NVS127B_Columbus_T2089_R1/T200184_T2089_4B_S26_L003_R1_001.fastq.gz	/home/eanderson/Documents/projects/yukon-chinookomes/resources/fastq/NVS127B_Columbus_T2089_R2/T200184_T2089_4B_S26_L003_R2_001.fastq.gz	2589620	2622484
s219	T200185	1	ILLUMINA	Lib-3	HY75HDSX2	3	/home/eanderson/Documents/projects/yukon-chinookomes/resources/fastq/NVS127B_Columbus_T2089_R1/T200185_T2089_4C_S27_L003_R1_001.fastq.gz	/home/eanderson/Documents/projects/yukon-chinookomes/resources/fastq/NVS127B_Columbus_T2089_R2/T200185_T2089_4C_S27_L003_R2_001.fastq.gz	2199640	2238508
s220	T200186	1	ILLUMINA	Lib-3	HY75HDSX2	3	/home/eanderson/Documents/projects/yukon-chinookomes/resources/fastq/NVS127B_Columbus_T2089_R1/T200186_T2089_4D_S28_L003_R1_001.fastq.gz	/home/eanderson/Documents/projects/yukon-chinookomes/resources/fastq/NVS127B_Columbus_T2089_R2/T200186_T2089_4D_S28_L003_R2_001.fastq.gz	2684840	2748212
s221	T200187	1	ILLUMINA	Lib-3	HY75HDSX2	3	/home/eanderson/Documents/projects/yukon-chinookomes/resources/fastq/NVS127B_Columbus_T2089_R1/T200187_T2089_4E_S29_L003_R1_001.fastq.gz	/home/eanderson/Documents/projects/yukon-chinookomes/resources/fastq/NVS127B_Columbus_T2089_R2/T200187_T2089_4E_S29_L003_R2_001.fastq.gz	2697252	2766536
s222	T200188	1	ILLUMINA	Lib-3	HY75HDSX2	3	/home/eanderson/Documents/projects/yukon-chinookomes/resources/fastq/NVS127B_Columbus_T2089_R1/T200188_T2089_4F_S30_L003_R1_001.fastq.gz	/home/eanderson/Documents/projects/yukon-chinookomes/resources/fastq/NVS127B_Columbus_T2089_R2/T200188_T2089_4F_S30_L003_R2_001.fastq.gz	2381740	2446992
s223	T200189	1	ILLUMINA	Lib-3	HY75HDSX2	3	/home/eanderson/Documents/projects/yukon-chinookomes/resources/fastq/NVS127B_Columbus_T2089_R1/T200189_T2089_4G_S31_L003_R1_001.fastq.gz	/home/eanderson/Documents/projects/yukon-chinookomes/resources/fastq/NVS127B_Columbus_T2089_R2/T200189_T2089_4G_S31_L003_R2_001.fastq.gz	2434824	2503876
s224	T200190	1	ILLUMINA	Lib-3	HY75HDSX2	3	/home/eanderson/Documents/projects/yukon-chinookomes/resources/fastq/NVS127B_Columbus_T2089_R1/T200190_T2089_4H_S32_L003_R1_001.fastq.gz	/home/eanderson/Documents/projects/yukon-chinookomes/resources/fastq/NVS127B_Columbus_T2089_R2/T200190_T2089_4H_S32_L003_R2_001.fastq.gz	2788688	2873188
s225	T200191	1	ILLUMINA	Lib-3	HY75HDSX2	3	/home/eanderson/Documents/projects/yukon-chinookomes/resources/fastq/NVS127B_Columbus_T2089_R1/T200191_T2089_5A_S33_L003_R1_001.fastq.gz	/home/eanderson/Documents/projects/yukon-chinookomes/resources/fastq/NVS127B_Columbus_T2089_R2/T200191_T2089_5A_S33_L003_R2_001.fastq.gz	2621112	2695756
s226	T200192	1	ILLUMINA	Lib-3	HY75HDSX2	3	/home/eanderson/Documents/projects/yukon-chinookomes/resources/fastq/NVS127B_Columbus_T2089_R1/T200192_T2089_5B_S34_L003_R1_001.fastq.gz	/home/eanderson/Documents/projects/yukon-chinookomes/resources/fastq/NVS127B_Columbus_T2089_R2/T200192_T2089_5B_S34_L003_R2_001.fastq.gz	2277684	2315116
s227	T200193	1	ILLUMINA	Lib-3	HY75HDSX2	3	/home/eanderson/Documents/projects/yukon-chinookomes/resources/fastq/NVS127B_Columbus_T2089_R1/T200193_T2089_5C_S35_L003_R1_001.fastq.gz	/home/eanderson/Documents/projects/yukon-chinookomes/resources/fastq/NVS127B_Columbus_T2089_R2/T200193_T2089_5C_S35_L003_R2_001.fastq.gz	3101952	3155648
s228	T200194	1	ILLUMINA	Lib-3	HY75HDSX2	3	/home/eanderson/Documents/projects/yukon-chinookomes/resources/fastq/NVS127B_Columbus_T2089_R1/T200194_T2089_5D_S36_L003_R1_001.fastq.gz	/home/eanderson/Documents/projects/yukon-chinookomes/resources/fastq/NVS127B_Columbus_T2089_R2/T200194_T2089_5D_S36_L003_R2_001.fastq.gz	3375888	3476952
s229	T200195	1	ILLUMINA	Lib-3	HY75HDSX2	3	/home/eanderson/Documents/projects/yukon-chinookomes/resources/fastq/NVS127B_Columbus_T2089_R1/T200195_T2089_5E_S37_L003_R1_001.fastq.gz	/home/eanderson/Documents/projects/yukon-chinookomes/resources/fastq/NVS127B_Columbus_T2089_R2/T200195_T2089_5E_S37_L003_R2_001.fastq.gz	2828976	2873048
s230	T200196	1	ILLUMINA	Lib-3	HY75HDSX2	3	/home/eanderson/Documents/projects/yukon-chinookomes/resources/fastq/NVS127B_Columbus_T2089_R1/T200196_T2089_5F_S38_L003_R1_001.fastq.gz	/home/eanderson/Documents/projects/yukon-chinookomes/resources/fastq/NVS127B_Columbus_T2089_R2/T200196_T2089_5F_S38_L003_R2_001.fastq.gz	2852108	2889832
s231	T200197	1	ILLUMINA	Lib-3	HY75HDSX2	3	/home/eanderson/Documents/projects/yukon-chinookomes/resources/fastq/NVS127B_Columbus_T2089_R1/T200197_T2089_5G_S39_L003_R1_001.fastq.gz	/home/eanderson/Documents/projects/yukon-chinookomes/resources/fastq/NVS127B_Columbus_T2089_R2/T200197_T2089_5G_S39_L003_R2_001.fastq.gz	2864052	2918132
s232	T200198	1	ILLUMINA	Lib-3	HY75HDSX2	3	/home/eanderson/Documents/projects/yukon-chinookomes/resources/fastq/NVS127B_Columbus_T2089_R1/T200198_T2089_5H_S40_L003_R1_001.fastq.gz	/home/eanderson/Documents/projects/yukon-chinookomes/resources/fastq/NVS127B_Columbus_T2089_R2/T200198_T2089_5H_S40_L003_R2_001.fastq.gz	3010264	3016796
s233	T200199	1	ILLUMINA	Lib-3	HY75HDSX2	3	/home/eanderson/Documents/projects/yukon-chinookomes/resources/fastq/NVS127B_Columbus_T2089_R1/T200199_T2089_6A_S41_L003_R1_001.fastq.gz	/home/eanderson/Documents/projects/yukon-chinookomes/resources/fastq/NVS127B_Columbus_T2089_R2/T200199_T2089_6A_S41_L003_R2_001.fastq.gz	1955360	2027192
s234	T200200	1	ILLUMINA	Lib-3	HY75HDSX2	3	/home/eanderson/Documents/projects/yukon-chinookomes/resources/fastq/NVS127B_Columbus_T2089_R1/T200200_T2089_6B_S42_L003_R1_001.fastq.gz	/home/eanderson/Documents/projects/yukon-chinookomes/resources/fastq/NVS127B_Columbus_T2089_R2/T200200_T2089_6B_S42_L003_R2_001.fastq.gz	1930104	2038368
s235	T200201	1	ILLUMINA	Lib-3	HY75HDSX2	3	/home/eanderson/Documents/projects/yukon-chinookomes/resources/fastq/NVS127B_Columbus_T2089_R1/T200201_T2089_6C_S43_L003_R1_001.fastq.gz	/home/eanderson/Documents/projects/yukon-chinookomes/resources/fastq/NVS127B_Columbus_T2089_R2/T200201_T2089_6C_S43_L003_R2_001.fastq.gz	1955848	2044404
s236	T200202	1	ILLUMINA	Lib-3	HY75HDSX2	3	/home/eanderson/Documents/projects/yukon-chinookomes/resources/fastq/NVS127B_Columbus_T2089_R1/T200202_T2089_6D_S44_L003_R1_001.fastq.gz	/home/eanderson/Documents/projects/yukon-chinookomes/resources/fastq/NVS127B_Columbus_T2089_R2/T200202_T2089_6D_S44_L003_R2_001.fastq.gz	1742840	1833612
s237	T200203	1	ILLUMINA	Lib-3	HY75HDSX2	3	/home/eanderson/Documents/projects/yukon-chinookomes/resources/fastq/NVS127B_Columbus_T2089_R1/T200203_T2089_6E_S45_L003_R1_001.fastq.gz	/home/eanderson/Documents/projects/yukon-chinookomes/resources/fastq/NVS127B_Columbus_T2089_R2/T200203_T2089_6E_S45_L003_R2_001.fastq.gz	2115052	2230180
s238	T200204	1	ILLUMINA	Lib-3	HY75HDSX2	3	/home/eanderson/Documents/projects/yukon-chinookomes/resources/fastq/NVS127B_Columbus_T2089_R1/T200204_T2089_6F_S46_L003_R1_001.fastq.gz	/home/eanderson/Documents/projects/yukon-chinookomes/resources/fastq/NVS127B_Columbus_T2089_R2/T200204_T2089_6F_S46_L003_R2_001.fastq.gz	2219544	2312780
s239	T200205	1	ILLUMINA	Lib-3	HY75HDSX2	3	/home/eanderson/Documents/projects/yukon-chinookomes/resources/fastq/NVS127B_Columbus_T2089_R1/T200205_T2089_6G_S47_L003_R1_001.fastq.gz	/home/eanderson/Documents/projects/yukon-chinookomes/resources/fastq/NVS127B_Columbus_T2089_R2/T200205_T2089_6G_S47_L003_R2_001.fastq.gz	1800716	1901316
s240	T200206	1	ILLUMINA	Lib-3	HY75HDSX2	3	/home/eanderson/Documents/projects/yukon-chinookomes/resources/fastq/NVS127B_Columbus_T2089_R1/T200206_T2089_6H_S48_L003_R1_001.fastq.gz	/home/eanderson/Documents/projects/yukon-chinookomes/resources/fastq/NVS127B_Columbus_T2089_R2/T200206_T2089_6H_S48_L003_R2_001.fastq.gz	1685620	1787356
s241	T200207	1	ILLUMINA	Lib-3	HY75HDSX2	3	/home/eanderson/Documents/projects/yukon-chinookomes/resources/fastq/NVS127B_Columbus_T2089_R1/T200207_T2089_7A_S49_L003_R1_001.fastq.gz	/home/eanderson/Documents/projects/yukon-chinookomes/resources/fastq/NVS127B_Columbus_T2089_R2/T200207_T2089_7A_S49_L003_R2_001.fastq.gz	2068592	2129336
s242	T200208	1	ILLUMINA	Lib-3	HY75HDSX2	3	/home/eanderson/Documents/projects/yukon-chinookomes/resources/fastq/NVS127B_Columbus_T2089_R1/T200208_T2089_7B_S50_L003_R1_001.fastq.gz	/home/eanderson/Documents/projects/yukon-chinookomes/resources/fastq/NVS127B_Columbus_T2089_R2/T200208_T2089_7B_S50_L003_R2_001.fastq.gz	2278440	2340480
s243	T200209	1	ILLUMINA	Lib-3	HY75HDSX2	3	/home/eanderson/Documents/projects/yukon-chinookomes/resources/fastq/NVS127B_Columbus_T2089_R1/T200209_T2089_7C_S51_L003_R1_001.fastq.gz	/home/eanderson/Documents/projects/yukon-chinookomes/resources/fastq/NVS127B_Columbus_T2089_R2/T200209_T2089_7C_S51_L003_R2_001.fastq.gz	3259012	3355208
s244	T200210	1	ILLUMINA	Lib-3	HY75HDSX2	3	/home/eanderson/Documents/projects/yukon-chinookomes/resources/fastq/NVS127B_Columbus_T2089_R1/T200210_T2089_7D_S52_L003_R1_001.fastq.gz	/home/eanderson/Documents/projects/yukon-chinookomes/resources/fastq/NVS127B_Columbus_T2089_R2/T200210_T2089_7D_S52_L003_R2_001.fastq.gz	2418048	2484648
s245	T200211	1	ILLUMINA	Lib-3	HY75HDSX2	3	/home/eanderson/Documents/projects/yukon-chinookomes/resources/fastq/NVS127B_Columbus_T2089_R1/T200211_T2089_7E_S53_L003_R1_001.fastq.gz	/home/eanderson/Documents/projects/yukon-chinookomes/resources/fastq/NVS127B_Columbus_T2089_R2/T200211_T2089_7E_S53_L003_R2_001.fastq.gz	3044996	3115700
s246	T200212	1	ILLUMINA	Lib-3	HY75HDSX2	3	/home/eanderson/Documents/projects/yukon-chinookomes/resources/fastq/NVS127B_Columbus_T2089_R1/T200212_T2089_7F_S54_L003_R1_001.fastq.gz	/home/eanderson/Documents/projects/yukon-chinookomes/resources/fastq/NVS127B_Columbus_T2089_R2/T200212_T2089_7F_S54_L003_R2_001.fastq.gz	2287552	2333656
s247	T200213	1	ILLUMINA	Lib-3	HY75HDSX2	3	/home/eanderson/Documents/projects/yukon-chinookomes/resources/fastq/NVS127B_Columbus_T2089_R1/T200213_T2089_7G_S55_L003_R1_001.fastq.gz	/home/eanderson/Documents/projects/yukon-chinookomes/resources/fastq/NVS127B_Columbus_T2089_R2/T200213_T2089_7G_S55_L003_R2_001.fastq.gz	2216284	2280708
s248	T200214	1	ILLUMINA	Lib-3	HY75HDSX2	3	/home/eanderson/Documents/projects/yukon-chinookomes/resources/fastq/NVS127B_Columbus_T2089_R1/T200214_T2089_7H_S56_L003_R1_001.fastq.gz	/home/eanderson/Documents/projects/yukon-chinookomes/resources/fastq/NVS127B_Columbus_T2089_R2/T200214_T2089_7H_S56_L003_R2_001.fastq.gz	2156208	2259440
s249	T200215	1	ILLUMINA	Lib-3	HY75HDSX2	3	/home/eanderson/Documents/projects/yukon-chinookomes/resources/fastq/NVS127B_Columbus_T2089_R1/T200215_T2089_8A_S57_L003_R1_001.fastq.gz	/home/eanderson/Documents/projects/yukon-chinookomes/resources/fastq/NVS127B_Columbus_T2089_R2/T200215_T2089_8A_S57_L003_R2_001.fastq.gz	2202456	2304652
s250	T200216	1	ILLUMINA	Lib-3	HY75HDSX2	3	/home/eanderson/Documents/projects/yukon-chinookomes/resources/fastq/NVS127B_Columbus_T2089_R1/T200216_T2089_8B_S58_L003_R1_001.fastq.gz	/home/eanderson/Documents/projects/yukon-chinookomes/resources/fastq/NVS127B_Columbus_T2089_R2/T200216_T2089_8B_S58_L003_R2_001.fastq.gz	2032160	2096156
s251	T200217	1	ILLUMINA	Lib-3	HY75HDSX2	3	/home/eanderson/Documents/projects/yukon-chinookomes/resources/fastq/NVS127B_Columbus_T2089_R1/T200217_T2089_8C_S59_L003_R1_001.fastq.gz	/home/eanderson/Documents/projects/yukon-chinookomes/resources/fastq/NVS127B_Columbus_T2089_R2/T200217_T2089_8C_S59_L003_R2_001.fastq.gz	2004360	2085308
s252	T200218	1	ILLUMINA	Lib-3	HY75HDSX2	3	/home/eanderson/Documents/projects/yukon-chinookomes/resources/fastq/NVS127B_Columbus_T2089_R1/T200218_T2089_8D_S60_L003_R1_001.fastq.gz	/home/eanderson/Documents/projects/yukon-chinookomes/resources/fastq/NVS127B_Columbus_T2089_R2/T200218_T2089_8D_S60_L003_R2_001.fastq.gz	2181492	2278376
s253	T200219	1	ILLUMINA	Lib-3	HY75HDSX2	3	/home/eanderson/Documents/projects/yukon-chinookomes/resources/fastq/NVS127B_Columbus_T2089_R1/T200219_T2089_8E_S61_L003_R1_001.fastq.gz	/home/eanderson/Documents/projects/yukon-chinookomes/resources/fastq/NVS127B_Columbus_T2089_R2/T200219_T2089_8E_S61_L003_R2_001.fastq.gz	2856048	2971396
s254	T200220	1	ILLUMINA	Lib-3	HY75HDSX2	3	/home/eanderson/Documents/projects/yukon-chinookomes/resources/fastq/NVS127B_Columbus_T2089_R1/T200220_T2089_8F_S62_L003_R1_001.fastq.gz	/home/eanderson/Documents/projects/yukon-chinookomes/resources/fastq/NVS127B_Columbus_T2089_R2/T200220_T2089_8F_S62_L003_R2_001.fastq.gz	1837628	1907956
s255	T200221	1	ILLUMINA	Lib-3	HY75HDSX2	3	/home/eanderson/Documents/projects/yukon-chinookomes/resources/fastq/NVS127B_Columbus_T2089_R1/T200221_T2089_8G_S63_L003_R1_001.fastq.gz	/home/eanderson/Documents/projects/yukon-chinookomes/resources/fastq/NVS127B_Columbus_T2089_R2/T200221_T2089_8G_S63_L003_R2_001.fastq.gz	1833740	1914008
s256	T200222	1	ILLUMINA	Lib-3	HY75HDSX2	3	/home/eanderson/Documents/projects/yukon-chinookomes/resources/fastq/NVS127B_Columbus_T2089_R1/T200222_T2089_8H_S64_L003_R1_001.fastq.gz	/home/eanderson/Documents/projects/yukon-chinookomes/resources/fastq/NVS127B_Columbus_T2089_R2/T200222_T2089_8H_S64_L003_R2_001.fastq.gz	2254144	2320280
s257	T200223	1	ILLUMINA	Lib-3	HY75HDSX2	3	/home/eanderson/Documents/projects/yukon-chinookomes/resources/fastq/NVS127B_Columbus_T2089_R1/T200223_T2089_9A_S65_L003_R1_001.fastq.gz	/home/eanderson/Documents/projects/yukon-chinookomes/resources/fastq/NVS127B_Columbus_T2089_R2/T200223_T2089_9A_S65_L003_R2_001.fastq.gz	2046436	2112196
s258	T200224	1	ILLUMINA	Lib-3	HY75HDSX2	3	/home/eanderson/Documents/projects/yukon-chinookomes/resources/fastq/NVS127B_Columbus_T2089_R1/T200224_T2089_9B_S66_L003_R1_001.fastq.gz	/home/eanderson/Documents/projects/yukon-chinookomes/resources/fastq/NVS127B_Columbus_T2089_R2/T200224_T2089_9B_S66_L003_R2_001.fastq.gz	1961744	2026436
s259	T200225	1	ILLUMINA	Lib-3	HY75HDSX2	3	/home/eanderson/Documents/projects/yukon-chinookomes/resources/fastq/NVS127B_Columbus_T2089_R1/T200225_T2089_9C_S67_L003_R1_001.fastq.gz	/home/eanderson/Documents/projects/yukon-chinookomes/resources/fastq/NVS127B_Columbus_T2089_R2/T200225_T2089_9C_S67_L003_R2_001.fastq.gz	2286344	2361712
s260	T200226	1	ILLUMINA	Lib-3	HY75HDSX2	3	/home/eanderson/Documents/projects/yukon-chinookomes/resources/fastq/NVS127B_Columbus_T2089_R1/T200226_T2089_9D_S68_L003_R1_001.fastq.gz	/home/eanderson/Documents/projects/yukon-chinookomes/resources/fastq/NVS127B_Columbus_T2089_R2/T200226_T2089_9D_S68_L003_R2_001.fastq.gz	1857700	1921816
s261	T200227	1	ILLUMINA	Lib-3	HY75HDSX2	3	/home/eanderson/Documents/projects/yukon-chinookomes/resources/fastq/NVS127B_Columbus_T2089_R1/T200227_T2089_9E_S69_L003_R1_001.fastq.gz	/home/eanderson/Documents/projects/yukon-chinookomes/resources/fastq/NVS127B_Columbus_T2089_R2/T200227_T2089_9E_S69_L003_R2_001.fastq.gz	2537352	2624156
s262	T200228	1	ILLUMINA	Lib-3	HY75HDSX2	3	/home/eanderson/Documents/projects/yukon-chinookomes/resources/fastq/NVS127B_Columbus_T2089_R1/T200228_T2089_9F_S70_L003_R1_001.fastq.gz	/home/eanderson/Documents/projects/yukon-chinookomes/resources/fastq/NVS127B_Columbus_T2089_R2/T200228_T2089_9F_S70_L003_R2_001.fastq.gz	2272996	2340460
s263	T200229	1	ILLUMINA	Lib-3	HY75HDSX2	3	/home/eanderson/Documents/projects/yukon-chinookomes/resources/fastq/NVS127B_Columbus_T2089_R1/T200229_T2089_9G_S71_L003_R1_001.fastq.gz	/home/eanderson/Documents/projects/yukon-chinookomes/resources/fastq/NVS127B_Columbus_T2089_R2/T200229_T2089_9G_S71_L003_R2_001.fastq.gz	1883668	1943436
s264	T200230	1	ILLUMINA	Lib-3	HY75HDSX2	3	/home/eanderson/Documents/projects/yukon-chinookomes/resources/fastq/NVS127B_Columbus_T2089_R1/T200230_T2089_9H_S72_L003_R1_001.fastq.gz	/home/eanderson/Documents/projects/yukon-chinookomes/resources/fastq/NVS127B_Columbus_T2089_R2/T200230_T2089_9H_S72_L003_R2_001.fastq.gz	2032280	2152408
s265	T200231	1	ILLUMINA	Lib-3	HY75HDSX2	3	/home/eanderson/Documents/projects/yukon-chinookomes/resources/fastq/NVS127B_Columbus_T2089_R1/T200231_T2089_10A_S73_L003_R1_001.fastq.gz	/home/eanderson/Documents/projects/yukon-chinookomes/resources/fastq/NVS127B_Columbus_T2089_R2/T200231_T2089_10A_S73_L003_R2_001.fastq.gz	1806420	1857756
s266	T200232	1	ILLUMINA	Lib-3	HY75HDSX2	3	/home/eanderson/Documents/projects/yukon-chinookomes/resources/fastq/NVS127B_Columbus_T2089_R1/T200232_T2089_10B_S74_L003_R1_001.fastq.gz	/home/eanderson/Documents/projects/yukon-chinookomes/resources/fastq/NVS127B_Columbus_T2089_R2/T200232_T2089_10B_S74_L003_R2_001.fastq.gz	2576152	2691032
s267	T200233	1	ILLUMINA	Lib-3	HY75HDSX2	3	/home/eanderson/Documents/projects/yukon-chinookomes/resources/fastq/NVS127B_Columbus_T2089_R1/T200233_T2089_10C_S75_L003_R1_001.fastq.gz	/home/eanderson/Documents/projects/yukon-chinookomes/resources/fastq/NVS127B_Columbus_T2089_R2/T200233_T2089_10C_S75_L003_R2_001.fastq.gz	2307608	2361140
s268	T200234	1	ILLUMINA	Lib-3	HY75HDSX2	3	/home/eanderson/Documents/projects/yukon-chinookomes/resources/fastq/NVS127B_Columbus_T2089_R1/T200234_T2089_10D_S76_L003_R1_001.fastq.gz	/home/eanderson/Documents/projects/yukon-chinookomes/resources/fastq/NVS127B_Columbus_T2089_R2/T200234_T2089_10D_S76_L003_R2_001.fastq.gz	2537256	2580744
s269	T200235	1	ILLUMINA	Lib-3	HY75HDSX2	3	/home/eanderson/Documents/projects/yukon-chinookomes/resources/fastq/NVS127B_Columbus_T2089_R1/T200235_T2089_10E_S77_L003_R1_001.fastq.gz	/home/eanderson/Documents/projects/yukon-chinookomes/resources/fastq/NVS127B_Columbus_T2089_R2/T200235_T2089_10E_S77_L003_R2_001.fastq.gz	3182192	3248672
s270	T200236	1	ILLUMINA	Lib-3	HY75HDSX2	3	/home/eanderson/Documents/projects/yukon-chinookomes/resources/fastq/NVS127B_Columbus_T2089_R1/T200236_T2089_10F_S78_L003_R1_001.fastq.gz	/home/eanderson/Documents/projects/yukon-chinookomes/resources/fastq/NVS127B_Columbus_T2089_R2/T200236_T2089_10F_S78_L003_R2_001.fastq.gz	2166088	2206152
s271	T200237	1	ILLUMINA	Lib-3	HY75HDSX2	3	/home/eanderson/Documents/projects/yukon-chinookomes/resources/fastq/NVS127B_Columbus_T2089_R1/T200237_T2089_10G_S79_L003_R1_001.fastq.gz	/home/eanderson/Documents/projects/yukon-chinookomes/resources/fastq/NVS127B_Columbus_T2089_R2/T200237_T2089_10G_S79_L003_R2_001.fastq.gz	2087132	2136144
s272	T200238	1	ILLUMINA	Lib-3	HY75HDSX2	3	/home/eanderson/Documents/projects/yukon-chinookomes/resources/fastq/NVS127B_Columbus_T2089_R1/T200238_T2089_10H_S80_L003_R1_001.fastq.gz	/home/eanderson/Documents/projects/yukon-chinookomes/resources/fastq/NVS127B_Columbus_T2089_R2/T200238_T2089_10H_S80_L003_R2_001.fastq.gz	2946876	3008792
s273	T200239	1	ILLUMINA	Lib-3	HY75HDSX2	3	/home/eanderson/Documents/projects/yukon-chinookomes/resources/fastq/NVS127B_Columbus_T2089_R1/T200239_T2089_11A_S81_L003_R1_001.fastq.gz	/home/eanderson/Documents/projects/yukon-chinookomes/resources/fastq/NVS127B_Columbus_T2089_R2/T200239_T2089_11A_S81_L003_R2_001.fastq.gz	1900320	1973888
s274	T200240	1	ILLUMINA	Lib-3	HY75HDSX2	3	/home/eanderson/Documents/projects/yukon-chinookomes/resources/fastq/NVS127B_Columbus_T2089_R1/T200240_T2089_11B_S82_L003_R1_001.fastq.gz	/home/eanderson/Documents/projects/yukon-chinookomes/resources/fastq/NVS127B_Columbus_T2089_R2/T200240_T2089_11B_S82_L003_R2_001.fastq.gz	2377476	2467092
s275	T200241	1	ILLUMINA	Lib-3	HY75HDSX2	3	/home/eanderson/Documents/projects/yukon-chinookomes/resources/fastq/NVS127B_Columbus_T2089_R1/T200241_T2089_11C_S83_L003_R1_001.fastq.gz	/home/eanderson/Documents/projects/yukon-chinookomes/resources/fastq/NVS127B_Columbus_T2089_R2/T200241_T2089_11C_S83_L003_R2_001.fastq.gz	2166264	2251996
s276	T200242	1	ILLUMINA	Lib-3	HY75HDSX2	3	/home/eanderson/Documents/projects/yukon-chinookomes/resources/fastq/NVS127B_Columbus_T2089_R1/T200242_T2089_11D_S84_L003_R1_001.fastq.gz	/home/eanderson/Documents/projects/yukon-chinookomes/resources/fastq/NVS127B_Columbus_T2089_R2/T200242_T2089_11D_S84_L003_R2_001.fastq.gz	1878816	1945672
